GEO_ID,NAME,S1902_C01_001E,S1902_C01_001M,S1902_C01_002E,S1902_C01_002M,S1902_C01_003E,S1902_C01_003M,S1902_C01_004E,S1902_C01_004M,S1902_C01_005E,S1902_C01_005M,S1902_C01_006E,S1902_C01_006M,S1902_C01_007E,S1902_C01_007M,S1902_C01_008E,S1902_C01_008M,S1902_C01_009E,S1902_C01_009M,S1902_C01_010E,S1902_C01_010M,S1902_C01_011E,S1902_C01_011M,S1902_C01_012E,S1902_C01_012M,S1902_C01_013E,S1902_C01_013M,S1902_C01_014E,S1902_C01_014M,S1902_C01_015E,S1902_C01_015M,S1902_C01_016E,S1902_C01_016M,S1902_C01_017E,S1902_C01_017M,S1902_C01_018E,S1902_C01_018M,S1902_C01_019E,S1902_C01_019M,S1902_C01_020E,S1902_C01_020M,S1902_C01_021E,S1902_C01_021M,S1902_C01_022E,S1902_C01_022M,S1902_C01_023E,S1902_C01_023M,S1902_C01_024E,S1902_C01_024M,S1902_C01_025E,S1902_C01_025M,S1902_C01_026E,S1902_C01_026M,S1902_C01_027E,S1902_C01_027M,S1902_C02_001E,S1902_C02_001M,S1902_C02_002E,S1902_C02_002M,S1902_C02_003E,S1902_C02_003M,S1902_C02_004E,S1902_C02_004M,S1902_C02_005E,S1902_C02_005M,S1902_C02_006E,S1902_C02_006M,S1902_C02_007E,S1902_C02_007M,S1902_C02_008E,S1902_C02_008M,S1902_C02_009E,S1902_C02_009M,S1902_C02_010E,S1902_C02_010M,S1902_C02_011E,S1902_C02_011M,S1902_C02_012E,S1902_C02_012M,S1902_C02_013E,S1902_C02_013M,S1902_C02_014E,S1902_C02_014M,S1902_C02_015E,S1902_C02_015M,S1902_C02_016E,S1902_C02_016M,S1902_C02_017E,S1902_C02_017M,S1902_C02_018E,S1902_C02_018M,S1902_C02_019E,S1902_C02_019M,S1902_C02_020E,S1902_C02_020M,S1902_C02_021E,S1902_C02_021M,S1902_C02_022E,S1902_C02_022M,S1902_C02_023E,S1902_C02_023M,S1902_C02_024E,S1902_C02_024M,S1902_C02_025E,S1902_C02_025M,S1902_C02_026E,S1902_C02_026M,S1902_C02_027E,S1902_C02_027M
0500000US42025,"Carbon County, Pennsylvania",25135,1515,72.4,3.5,24.5,3.6,38.3,3.6,4.7,2.1,3.1,1.5,24.9,3.8,17253,1374,18.9,4.1,32,5.2,29.8,4.9,7.5,2.6,8.1,2.7,3.6,2.1,65220,*****,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,27.8,(X),28.4,(X),21.8,(X),57312,3942,57307,4411,11260,5498,16829,1095,9542,1811,2831,1081,16659,2248,66245,4787,44449,11179,60038,10271,83694,11699,47598,6093,86717,16626,84000,17601,22638,1590,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,(X),(X),(X),(X),(X),(X)
0500000US42027,"Centre County, Pennsylvania",56358,1966,80.4,2.4,26.4,2.8,25.4,2,3.2,1.1,1.6,0.7,15.8,1.8,31433,1738,12.5,2,26.6,3.6,39.3,4.1,10,2.5,10.5,1.8,1.2,0.7,154127,*****,89.3,0.8,2.7,0.4,0.3,0.1,5.1,0.4,0,0.1,0.9,0.7,1.6,0.5,2.4,*****,87.7,0.4,29.4,(X),30.6,(X),25.8,(X),58977,2838,58182,3431,9269,3478,17342,1145,10587,2112,1486,915,20909,2662,75580,3728,56266,8531,49986,5039,96640,8326,50190,9449,109424,11134,70335,28507,22589,1061,23464,1048,13693,4937,16935,10332,14005,4872,N,N,N,N,12940,6495,12718,4739,23618,1053,(X),(X),(X),(X),(X),(X)
0500000US42029,"Chester County, Pennsylvania",184160,2702,84.4,1,35.5,1.7,25.8,0.9,2.1,0.4,1.2,0.3,17.2,1.1,129847,3261,9.6,1,31,1.9,38.8,1.8,7,1,11,1.1,2.5,0.6,499797,*****,87.3,0.5,6.1,0.3,0.1,0.1,3.9,0.2,0,0.1,0.9,0.4,1.8,0.4,6.6,*****,81.9,0.2,26.7,(X),25.6,(X),19.7,(X),107732,3115,106873,3051,17550,4116,18878,583,9622,1195,5810,1981,24417,2252,125416,4091,57980,7359,109595,7632,148227,7272,105029,10571,155416,10365,151181,76467,40138,1265,42098,1458,21792,3026,11573,7987,43209,7922,N,N,13716,4847,14454,4642,16205,2628,43768,1492,(X),(X),(X),(X),(X),(X)
0500000US42033,"Clearfield County, Pennsylvania",31050,1114,68,3.5,17,2.1,36.2,2.7,6.7,2,3.2,1.6,20.6,2.5,20123,1662,20.5,3.8,33.9,5,28.8,4.3,5.1,1.7,9.8,2.5,1.8,1.6,81562,*****,95.3,1.1,2.5,1.3,0,0.1,0.5,0.2,0,0.2,0.1,0.1,1.6,1.2,N,N,N,N,30.7,(X),29.3,(X),26.2,(X),45179,2195,48394,2812,7921,2577,15954,724,9026,1888,2595,1179,13525,1582,54712,3380,30151,3970,41296,4263,74225,7369,56986,9089,94476,8696,52067,11136,18380,939,18756,929,2519,1353,N,N,N,N,N,N,N,N,N,N,N,N,N,N,(X),(X),(X),(X),(X),(X)
0500000US42037,"Columbia County, Pennsylvania",26698,926,72.3,3.1,22.5,2.7,32.9,2.6,3.7,1.4,2.1,0.7,20.7,2.4,15622,1089,17.1,3.3,31.5,5,34.6,4.1,5.7,1.7,9.4,2.8,1.6,0.8,67268,*****,96,0.3,1.5,0.7,0.1,0.1,1.2,0.6,0,0.2,0.2,0.2,0.9,0.5,2,*****,94.4,0.1,23.6,(X),25.4,(X),17.5,(X),55200,6113,55234,3511,N,N,16551,1054,8298,1734,2234,1295,17975,3462,70830,9731,36881,5342,56275,9122,92791,25248,58188,8366,103785,12457,94585,25151,22531,2529,22448,2494,N,N,N,N,N,N,N,N,N,N,N,N,11123,6857,22663,2525,(X),(X),(X),(X),(X),(X)
0500000US42039,"Crawford County, Pennsylvania",35203,1400,73.2,2.1,24.6,2.5,37.2,2.3,7.9,1.6,3.8,1.3,19.6,1.8,23421,1262,17,2.3,36.9,3.6,30.5,3.5,7.6,1.7,7,1.9,1,0.6,88657,*****,96.2,0.2,1.8,0.6,0,0.1,0.4,0.2,0,0.2,0,0.1,1.5,0.7,1,*****,95.7,0.1,26.3,(X),24.5,(X),20,(X),47915,2437,47979,3199,5418,1546,16390,1161,8941,904,2423,922,15616,1652,55622,3239,32420,4127,43979,5003,75963,5555,51842,9954,85986,8227,77225,10423,19535,1128,19945,1152,5706,2273,N,N,33735,13355,N,N,N,N,6099,3870,7981,4625,19984,1159,(X),(X),(X),(X),(X),(X)
0500000US42041,"Cumberland County, Pennsylvania",95946,2602,78,1.5,32.6,2.1,30.8,1.4,3,0.8,1.6,0.8,25.7,1.8,61124,3009,13.1,1.5,31.8,2.9,37.6,2.6,6.5,1.8,9.5,1.8,1.4,0.7,235861,*****,90.3,0.6,3.2,0.4,0.1,0.1,2.6,0.4,0.1,0.1,1.2,0.5,2.5,0.6,2.8,*****,89,0.4,22.3,(X),22.1,(X),16.6,(X),71800,3073,72274,3805,7397,1564,16905,582,10602,1698,2267,642,22824,1792,88286,4735,52174,4639,70714,8818,108089,7593,78829,18748,121865,9940,110561,25261,29894,1290,31278,1368,9238,9657,N,N,32850,11214,N,N,21046,7617,8387,3897,17018,4255,31379,1377,(X),(X),(X),(X),(X),(X)
0500000US42043,"Dauphin County, Pennsylvania",107767,2267,77.9,1.8,27.6,1.8,29.5,1.4,5.5,1,3.3,1,23.8,1.7,68161,2640,15.5,2,31.8,2.4,31.1,2.5,9.9,2,9.2,1.6,2.6,0.9,268220,*****,74.5,0.8,18,0.6,0.1,0.1,3.1,0.3,0.1,0.1,1.3,0.6,2.9,0.6,7,*****,69.8,0.1,29.9,(X),29.4,(X),26.5,(X),65214,2265,66142,2373,7643,1784,15087,598,8518,1310,3207,1149,20539,2158,75716,2876,40563,7904,55064,3924,101868,5029,70253,7578,114958,9399,107126,28074,27052,915,30373,1072,17690,1639,32670,5831,23271,4745,N,N,11435,3457,11625,3037,13736,2084,31447,1117,(X),(X),(X),(X),(X),(X)
0500000US42045,"Delaware County, Pennsylvania",206516,2504,79.7,1.3,27.5,1.2,30.5,1,4.8,0.9,3.1,0.5,18.5,1.1,136891,3570,11.1,1.1,32.2,2,32.2,1.7,10.8,1.2,10.2,1.2,3.6,0.8,559276,*****,73.1,0.3,19.8,0.3,0,0.1,4.6,0.3,0,0.1,0.6,0.2,2,0.4,3,*****,71,0.1,29.9,(X),30.3,(X),23.7,(X),79614,2431,81054,2441,11204,2367,17223,495,9058,850,4144,1149,22790,2906,94445,3180,51234,8309,65962,4510,123301,4757,88527,12033,141955,9532,107243,16946,30232,895,34037,1215,18417,1468,N,N,29945,4425,N,N,12873,5150,13463,3537,15986,2174,34565,1233,(X),(X),(X),(X),(X),(X)
0500000US42049,"Erie County, Pennsylvania",109388,1910,74.5,1.5,24.2,1.8,33.2,1.7,7.7,1.3,5.1,1.1,17.8,1.3,67345,2682,17.3,1.7,33.6,2.5,30.8,2.7,8.6,1.4,8.4,1.4,1.2,0.4,280686,*****,88.8,0.4,7.2,0.5,0.3,0.1,1.3,0.1,0,0.1,0.7,0.3,1.7,0.6,3.4,*****,86.6,0.1,27.2,(X),27.1,(X),22.8,(X),54905,2304,55631,2789,8741,2049,16401,502,8589,522,2669,452,18160,1855,68300,3181,33947,3732,54178,5276,93971,7311,65619,9893,102720,8375,78807,11024,22192,815,23374,887,12235,1998,10417,4966,23503,8508,N,N,9565,4378,9565,8114,9744,1871,23694,892,(X),(X),(X),(X),(X),(X)
0500000US42051,"Fayette County, Pennsylvania",54450,1902,65.2,2.4,17.4,2.2,42.9,2.5,8.7,1.7,5.5,1.7,25.6,2.1,34366,2154,22.5,3.2,34.5,3.7,25.1,3.4,8.2,2,7.6,1.6,2,1.4,136446,*****,93.2,0.3,4.2,0.6,0.1,0.1,0,0.1,0,0.1,0.3,0.2,2.2,0.6,N,N,N,N,28.1,(X),26.4,(X),21,(X),46443,2998,49777,4030,6969,2387,15190,663,8740,912,2245,573,14684,1809,53956,3289,27170,3083,44686,5198,77788,8878,59881,9174,90328,10660,53162,15289,19460,1293,19920,1331,19222,4000,N,N,N,N,N,N,N,N,2422,1825,N,N,N,N,(X),(X),(X),(X),(X),(X)
0500000US42055,"Franklin County, Pennsylvania",57533,1443,77.2,2.2,23.2,2.6,33.7,2.2,4.1,1.2,1.6,0.7,25.4,2.3,40371,1687,14.4,2,30.8,3.5,35.9,3.4,8.6,2.2,8.5,1.5,1.8,0.7,149834,*****,93.5,0.6,3,0.6,0,0.1,0.7,0.3,0,0.1,0.9,0.6,1.9,0.8,4.3,*****,90.1,0.2,24.1,(X),24,(X),17.9,(X),59360,2322,58660,2774,6218,2033,16423,916,8428,1671,5457,2794,20290,2110,68055,2869,45605,5060,47798,4095,82866,5105,66434,8844,111472,9935,102142,39661,23155,849,23643,909,22283,8442,N,N,22665,24677,N,N,9610,5889,6184,2772,7892,1906,24260,935,(X),(X),(X),(X),(X),(X)
0500000US42063,"Indiana County, Pennsylvania",34310,1163,74.4,2.8,24.1,2.6,31.8,2.9,4.8,1.5,3.5,1.5,22.6,2.2,22509,1129,19.8,2.5,32.6,3.4,32.8,3.2,6.1,1.9,6.9,2.2,1.8,1.1,88847,*****,94.9,0.4,2.5,0.9,0.3,0.3,1,0.9,0.2,0.2,0.2,0.2,0.9,0.5,1.1,*****,94.4,0.2,25.1,(X),24.5,(X),19.1,(X),56122,4919,53848,4890,16828,8614,17341,1128,10672,3684,2398,1025,18203,2643,70885,7068,46951,14928,61628,9609,90243,12937,53964,11341,100755,14437,91849,21088,22401,1801,22766,1826,11301,10403,N,N,N,N,N,N,N,N,11939,5315,N,N,22877,1835,(X),(X),(X),(X),(X),(X)
0500000US42069,"Lackawanna County, Pennsylvania",84662,3420,75.2,3.2,23.9,2.3,32.4,3.9,7.5,1.4,3,1,18.7,2.2,54916,2225,15.9,2.8,33.2,2.9,30.4,2.9,9.2,1.6,7.8,1.4,3.5,1,214367,*****,93.4,0.7,2.4,0.5,0.1,0.1,1.7,0.3,0.1,0.1,1.1,0.7,1.2,0.6,5,*****,89.7,0.1,34.7,(X),35.1,(X),30.1,(X),59472,2502,61454,3156,10405,3106,16224,623,8456,1002,3072,993,16053,1761,71423,3683,32136,4606,59720,6872,91279,6194,75685,11606,113366,14152,84400,16713,23934,1067,24332,1031,17461,6298,10705,1559,30952,19176,N,N,6428,2343,14912,10773,9258,2262,24914,1052,(X),(X),(X),(X),(X),(X)
0500000US42071,"Lancaster County, Pennsylvania",194028,1883,79.4,1.1,28.6,1.3,29.5,0.9,3.7,0.6,3.2,0.7,16.1,1.1,136664,2878,13.4,1.1,29,1.7,38.6,1.9,6.4,0.9,9.9,1.2,2.7,0.6,520156,*****,90.1,0.5,3.8,0.4,0.3,0.1,2,0.1,0,0.1,2.1,0.5,1.7,0.4,8.7,*****,84.7,0.2,28.2,(X),28.3,(X),21.5,(X),65390,2183,64657,2224,10888,1684,18555,536,9351,1332,3562,1080,20808,2717,75658,2741,44043,4486,56980,3879,91827,4841,70367,9451,109147,6206,92480,11706,24871,778,25958,873,16082,2265,19880,10536,17174,3758,N,N,15171,3033,8103,3511,12790,1089,26816,906,(X),(X),(X),(X),(X),(X)
0500000US42073,"Lawrence County, Pennsylvania",36484,1223,71.4,2.6,23.9,2.4,37.9,2.1,8.2,1.9,5,1.7,23.3,2.7,25170,1434,18.3,3.1,37.6,4.3,27.2,4,6.7,2,9.3,2.3,0.9,0.7,90968,*****,93.5,0.5,4.6,0.6,0.1,0.2,0.2,0.3,0.1,0.1,0.4,0.3,1,0.5,N,N,N,N,30.2,(X),31.3,(X),25.8,(X),48730,2299,50682,3200,3934,849,16351,902,9892,1712,2603,939,12843,1458,59161,3467,28954,2850,45526,3979,80579,6181,68610,16711,100203,15029,99899,30234,20157,930,20884,1001,8612,3408,N,N,N,N,N,N,32270,28895,4319,3269,N,N,N,N,(X),(X),(X),(X),(X),(X)
0500000US42075,"Lebanon County, Pennsylvania",50701,1423,77.2,2.3,28.7,3,32.5,2,5.4,1.7,2.8,1,22.3,2,36506,1563,14.4,2.6,29.3,3.7,37.1,3.4,6.2,1.7,11.5,2.9,1.5,0.7,133688,*****,89.8,1.2,1.4,0.5,0.1,0.1,0.9,0.4,0,0.1,5,1.5,2.8,1.1,9.3,*****,86.7,0.2,35.9,(X),35.5,(X),33,(X),65572,3741,63196,3868,17309,8415,16905,811,9722,1472,3578,1713,17957,3356,75474,4867,54772,16304,55734,5405,89536,10976,68423,17044,107841,10918,93011,16394,25880,1560,27387,1704,18252,10023,N,N,30183,13105,N,N,8834,2765,9656,3703,10441,1821,27847,1751,(X),(X),(X),(X),(X),(X)
0500000US42077,"Lehigh County, Pennsylvania",133421,3873,76.1,1.4,26.3,1.7,32.4,1.3,5.6,1.1,3.3,0.8,19.9,1.3,90337,3284,15.3,1.5,33.9,2.5,30.9,2.4,8.2,1.5,9.3,1.2,2.4,0.7,350106,*****,82.3,1.4,6.4,0.9,0.4,0.2,2.9,0.2,0,0.1,5.3,1.2,2.8,0.6,18.9,*****,71.5,0.1,27.9,(X),29.5,(X),23.2,(X),66769,2255,69794,3202,7714,1919,16564,549,7574,630,3862,1387,17896,1692,78899,3497,41016,5373,62048,5614,107055,7394,69854,12412,115434,8615,85494,14817,25933,927,28252,1140,16499,2285,11060,6484,26620,4790,N,N,10714,2326,9404,2689,11373,1099,30537,1183,(X),(X),(X),(X),(X),(X)
0500000US42079,"Luzerne County, Pennsylvania",129884,3262,71.5,1.7,23.9,1.5,36.1,1.5,5.7,1.1,3,0.6,21.9,1.3,82349,3162,17.5,1.9,34.1,2,24.2,1.9,10.6,1.6,10.7,1.5,2.9,0.7,320795,*****,92.6,0.7,3.6,0.6,0.2,0.2,0.9,0.1,0.1,0.2,1.4,0.6,1.2,0.4,6.7,*****,88.1,0.1,29.4,(X),30.6,(X),23.4,(X),55862,2295,58802,2854,8325,1370,15946,550,9088,1086,2078,501,17225,3799,68243,3492,36048,7466,54670,4677,91173,4562,61132,4982,116825,18498,77150,18401,23176,922,23978,984,9487,2453,12230,5334,33611,10689,N,N,9889,3261,13544,7478,9610,1691,24687,1037,(X),(X),(X),(X),(X),(X)
0500000US42081,"Lycoming County, Pennsylvania",45611,1308,74.1,2.6,22,2.4,34.3,1.9,5.7,1.5,2.4,0.9,18.9,1.7,30416,1330,18,2.8,34.3,3.3,29.6,3.1,6.4,1.8,10,2.4,1.6,1,116143,*****,92.8,0.5,4.6,0.5,0,0.1,0.4,0.2,0.1,0.1,0.3,0.3,1.8,0.6,1.4,*****,91.9,0.1,24.1,(X),22.4,(X),19.7,(X),49485,2810,50483,3285,6572,1562,15761,738,8341,1030,2375,841,17303,2212,58393,3779,32995,4552,46560,6694,74118,5130,65870,9913,92434,13662,64301,11613,20146,1036,20891,1067,13680,3813,N,N,N,N,N,N,N,N,5937,2756,20099,13198,20808,1054,(X),(X),(X),(X),(X),(X)
0500000US42085,"Mercer County, Pennsylvania",46768,1615,69,2.5,25.2,2.7,39.1,2.2,6.9,1.6,4.1,1.3,25,2.1,28989,1481,17.4,2.6,36.1,3.4,29.2,3.2,7.6,2.1,7.4,1.7,2.4,1.2,116558,*****,91.8,0.2,5.4,0.7,0,0.1,0.8,0.1,0.1,0.2,0.1,0.1,1.7,0.8,1.1,*****,91,0.1,24.2,(X),24.2,(X),19.7,(X),50160,2721,52466,3795,6535,1397,16074,770,9361,1169,1421,392,13436,1507,62043,4069,33470,3894,49787,4914,84189,8697,62481,7527,96076,13533,78278,12800,21035,1137,21975,1227,11750,2448,N,N,7022,3355,N,N,N,N,7942,3550,25174,20114,21873,1214,(X),(X),(X),(X),(X),(X)
0500000US42089,"Monroe County, Pennsylvania",58234,2742,78.5,2.4,22,2.9,30.7,2.6,3.6,1.3,4.6,2.2,19.5,2.1,42958,2602,14.9,2.6,33.1,3.4,33.6,3.3,7.1,2,7.9,2,3.3,1.4,169896,*****,79.6,1.2,14.8,1.1,0.3,0.3,1.9,0.3,0,0.1,1.7,0.7,1.7,0.7,13.1,*****,70.2,0.4,27.8,(X),27.7,(X),21.1,(X),66397,3351,67702,4269,8511,3317,16936,1434,8530,1405,2510,982,17327,3000,73422,4450,34660,6800,54466,5274,97825,8874,92875,20483,99690,14678,84822,12450,23819,1268,24285,1400,20274,3065,N,N,40705,16234,N,N,26421,9659,12024,7849,19297,3488,24754,1589,(X),(X),(X),(X),(X),(X)
0500000US42091,"Montgomery County, Pennsylvania",308233,3022,82.7,0.7,33,1.2,28.1,0.8,2.9,0.5,1.7,0.3,16.9,0.7,214358,3599,10.1,0.8,28.6,1.4,40.3,1.5,7.9,0.9,10.5,1,2.6,0.6,801052,*****,82.2,0.3,9,0.2,0.1,0.1,6.5,0.2,0,0.1,0.6,0.2,1.6,0.3,4.3,*****,78.9,0.1,27,(X),27.4,(X),20.7,(X),99641,2686,100046,3021,16301,2854,18636,434,10129,818,4571,967,24305,1711,118070,3784,61633,11645,103175,8439,137462,4843,91656,6928,162597,11707,100329,10087,38792,1063,41547,1280,23999,1727,11509,9050,30576,2826,N,N,20302,8868,21538,5506,20545,2973,42388,1307,(X),(X),(X),(X),(X),(X)
0500000US42095,"Northampton County, Pennsylvania",111706,1919,76.8,1.6,26.6,1.7,32.4,1.4,5.2,0.9,3.4,1,22,1.6,76298,2505,14.4,1.7,33.6,2.7,32.1,2.6,8.7,1.7,10.3,1.7,0.9,0.6,298101,*****,87,0.8,5,0.5,0.1,0.1,2.6,0.2,0,0.1,2.7,0.8,2.6,0.7,10.5,*****,81,0.1,24,(X),23.6,(X),17.5,(X),72010,2630,74114,3149,12004,2458,17473,578,9458,1067,2903,765,16270,1050,82783,3288,42811,5321,69598,5626,104946,5383,76717,11748,117178,12413,90629,16573,27944,982,29658,1168,18348,3855,N,N,23425,4157,N,N,12380,2552,10201,3308,14953,2057,30539,1180,(X),(X),(X),(X),(X),(X)
0500000US42097,"Northumberland County, Pennsylvania",38424,1656,73.9,2.7,20.4,2.5,36.5,2.2,6.4,1.7,2.4,1.1,22,2.8,25733,1397,16.6,2.6,34.9,4.3,33,3.9,6.7,1.7,7.7,1.9,1.2,0.7,94366,*****,95.9,0.6,0.9,0.5,0.2,0.3,0.6,0.5,0,0.1,0.8,0.5,1.6,0.6,2.4,*****,94.4,0.1,29.8,(X),26.4,(X),23.7,(X),47111,2330,47874,2910,4582,1375,15978,709,8499,1176,5275,3731,11849,1981,56438,3588,28225,3745,41303,4869,79399,6181,54979,7194,81950,9819,98995,60838,19640,1001,20002,1020,7462,3765,N,N,N,N,N,N,N,N,3478,4117,6412,3432,20204,1038,(X),(X),(X),(X),(X),(X)
0500000US42101,"Philadelphia County, Pennsylvania",575413,6623,69.4,0.9,14.8,0.8,27.9,0.7,10.7,0.7,8.9,0.7,14.6,0.7,309009,7218,20.6,1.2,38.9,1.6,20.6,1.1,11.8,1,5.2,0.6,2.9,0.6,1528306,*****,41.5,0.4,43.8,0.4,0.3,0.1,6.4,0.2,0,0.1,5.5,0.5,2.5,0.4,12.3,*****,36.9,0.1,37.6,(X),41.9,(X),30.7,(X),49307,1212,55844,1418,9969,1766,13801,271,8728,306,2838,231,17075,962,58626,1743,21124,1549,45029,2282,102560,5276,63906,4003,111125,7224,79569,6593,20170,489,27718,813,15160,493,14707,3850,17070,1427,N,N,10905,1154,11479,2838,11436,872,29414,920,(X),(X),(X),(X),(X),(X)
0500000US42107,"Schuylkill County, Pennsylvania",60449,1692,69.6,2.3,21.1,2,38.8,1.9,6.4,1.3,3.4,1,23.7,1.7,41140,1652,20,2.2,32.5,3.6,29.3,3.3,7.7,1.8,8.1,1.7,2.3,0.9,148228,*****,94.7,0.4,3.1,0.6,0.1,0.1,0.6,0.1,0,0.1,0.7,0.4,0.8,0.5,2.8,*****,93.2,0.1,27.1,(X),26.7,(X),21.9,(X),51384,2269,54362,2737,8916,4363,16038,573,9050,1198,2605,969,12754,1153,60374,2924,37028,6291,42159,2911,85084,5351,51265,7645,104231,14199,82189,14250,21306,842,22034,838,6355,4557,N,N,12199,8237,N,N,12282,6725,10516,3838,11534,5399,22197,829,(X),(X),(X),(X),(X),(X)
0500000US42111,"Somerset County, Pennsylvania",29592,1131,70.4,2.5,22.8,2.8,39.5,2.4,5.6,1.5,3,1,21,2.5,19365,1184,18.3,2.6,34.2,4.5,25.7,3.8,6.7,2.2,12.4,2.8,2.8,2.2,77626,*****,96.1,0.5,1.8,0.5,0.3,0.3,0.1,0.1,0,0.2,0.3,0.2,1.5,0.7,N,N,N,N,27.2,(X),26.6,(X),22.5,(X),47346,2453,48505,3020,7825,3107,15711,774,7095,1216,2769,2299,13028,1773,56067,3021,35014,6706,45073,5266,70588,4488,63463,11890,84465,10338,50827,23196,19613,844,20020,855,N,N,N,N,N,N,N,N,N,N,9833,4457,N,N,N,N,(X),(X),(X),(X),(X),(X)
0500000US42125,"Washington County, Pennsylvania",83804,1676,73.9,1.7,26.2,2,38.6,1.6,5.4,1.1,3,0.8,25.5,1.7,54747,2122,15.1,1.8,32.6,2.4,33.6,2.8,8.4,1.5,9.3,1.5,1.1,0.5,207875,*****,94.1,0.3,3.7,0.5,0,0.1,0.8,0.1,0,0.1,0.4,0.4,1.1,0.4,1.2,*****,93.4,0.1,27.5,(X),27.7,(X),22.2,(X),63139,2788,65808,3510,8250,1842,16350,569,8259,887,1690,520,15167,1848,78024,3797,37379,3982,64371,6839,97388,7529,79879,12396,120353,16330,75253,16652,26041,1062,26878,1116,14871,4272,N,N,14644,8593,N,N,N,N,7337,4653,12054,3790,26948,1126,(X),(X),(X),(X),(X),(X)
0500000US42129,"Westmoreland County, Pennsylvania",150860,2589,71.2,1.4,24.9,1.3,38.3,1.1,5.3,0.8,2.3,0.5,22.8,1.2,99911,2752,18.7,1.4,30.7,1.8,31.6,2.1,8.6,1.3,9,1.1,1.3,0.6,365012,*****,95.4,0.2,2,0.4,0.1,0.1,0.9,0.1,0,0.1,0.2,0.2,1.4,0.4,0.9,*****,94.7,0.1,28.3,(X),30.6,(X),22.5,(X),58627,1920,62752,2393,7357,1851,16492,416,8765,1045,2287,527,15360,886,70072,2764,36840,3731,56831,4278,91194,4560,67258,7445,106047,6210,114369,44622,24917,772,25385,802,12537,4043,14658,9822,24140,9696,N,N,15363,9026,13597,7842,28902,18191,25324,742,(X),(X),(X),(X),(X),(X)
0500000US42133,"York County, Pennsylvania",170055,2119,79.8,1.4,26.3,1.3,31.3,1.1,4.1,0.6,2.3,0.5,18.8,1.1,121023,3041,11.9,1.2,30.5,2,39.3,1.9,6.4,1.1,10,1.1,1.9,0.6,435490,*****,88.4,0.5,4.7,0.4,0.1,0.1,1.3,0.1,0,0.1,2.8,0.6,2.6,0.4,5.6,*****,86,0.1,25.2,(X),24.8,(X),19,(X),67892,1863,68437,2105,8642,2674,16753,448,8912,843,1849,401,18054,1834,76992,2290,40032,3075,60882,5098,93757,3525,70800,7792,108508,5873,74882,14308,26702,647,28158,747,19814,3439,34473,21845,28049,10214,N,N,9733,1717,7070,2283,11476,1304,28566,752,(X),(X),(X),(X),(X),(X)
