"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval
	"Greene County, PA"	"42059"	"2005"	"2005"	Suppressed	39806	Suppressed	Suppressed	Suppressed
	"Greene County, PA"	"42059"	"2006"	"2006"	Suppressed	39342	Suppressed	Suppressed	Suppressed
	"Greene County, PA"	"42059"	"2007"	"2007"	Suppressed	39096	Suppressed	Suppressed	Suppressed
	"Greene County, PA"	"42059"	"2008"	"2008"	Suppressed	39074	Suppressed	Suppressed	Suppressed
	"Greene County, PA"	"42059"	"2009"	"2009"	Suppressed	38862	Suppressed	Suppressed	Suppressed
	"Greene County, PA"	"42059"	"2010"	"2010"	Suppressed	38686	Suppressed	Suppressed	Suppressed
	"Greene County, PA"	"42059"	"2011"	"2011"	Suppressed	38623	Suppressed	Suppressed	Suppressed
	"Greene County, PA"	"42059"	"2012"	"2012"	Suppressed	38085	Suppressed	Suppressed	Suppressed
	"Greene County, PA"	"42059"	"2013"	"2013"	Suppressed	37838	Suppressed	Suppressed	Suppressed
	"Greene County, PA"	"42059"	"2014"	"2014"	Suppressed	37843	Suppressed	Suppressed	Suppressed
	"Greene County, PA"	"42059"	"2015"	"2015"	Suppressed	37519	Suppressed	Suppressed	Suppressed
	"Greene County, PA"	"42059"	"2016"	"2016"	10	37197	Unreliable	12.9	49.4
	"Greene County, PA"	"42059"	"2017"	"2017"	Suppressed	36770	Suppressed	Suppressed	Suppressed
	"Greene County, PA"	"42059"	"2018"	"2018"	Suppressed	36506	Suppressed	Suppressed	Suppressed
	"Huntingdon County, PA"	"42061"	"1999"	"1999"	Suppressed	45567	Suppressed	Suppressed	Suppressed
	"Huntingdon County, PA"	"42061"	"2000"	"2000"	Suppressed	45586	Suppressed	Suppressed	Suppressed
	"Huntingdon County, PA"	"42061"	"2001"	"2001"	Suppressed	45594	Suppressed	Suppressed	Suppressed
	"Huntingdon County, PA"	"42061"	"2002"	"2002"	Suppressed	45705	Suppressed	Suppressed	Suppressed
	"Huntingdon County, PA"	"42061"	"2003"	"2003"	Suppressed	45797	Suppressed	Suppressed	Suppressed
	"Huntingdon County, PA"	"42061"	"2004"	"2004"	Suppressed	45790	Suppressed	Suppressed	Suppressed
	"Huntingdon County, PA"	"42061"	"2005"	"2005"	Suppressed	45771	Suppressed	Suppressed	Suppressed
	"Huntingdon County, PA"	"42061"	"2006"	"2006"	Suppressed	45684	Suppressed	Suppressed	Suppressed
	"Huntingdon County, PA"	"42061"	"2007"	"2007"	Suppressed	45802	Suppressed	Suppressed	Suppressed
	"Huntingdon County, PA"	"42061"	"2008"	"2008"	Suppressed	45853	Suppressed	Suppressed	Suppressed
	"Huntingdon County, PA"	"42061"	"2009"	"2009"	Suppressed	45896	Suppressed	Suppressed	Suppressed
	"Huntingdon County, PA"	"42061"	"2010"	"2010"	Suppressed	45913	Suppressed	Suppressed	Suppressed
	"Huntingdon County, PA"	"42061"	"2011"	"2011"	Suppressed	45875	Suppressed	Suppressed	Suppressed
	"Huntingdon County, PA"	"42061"	"2012"	"2012"	Suppressed	45943	Suppressed	Suppressed	Suppressed
	"Huntingdon County, PA"	"42061"	"2013"	"2013"	Suppressed	45694	Suppressed	Suppressed	Suppressed
	"Huntingdon County, PA"	"42061"	"2014"	"2014"	Suppressed	45750	Suppressed	Suppressed	Suppressed
	"Huntingdon County, PA"	"42061"	"2015"	"2015"	Suppressed	45668	Suppressed	Suppressed	Suppressed
	"Huntingdon County, PA"	"42061"	"2016"	"2016"	Suppressed	45634	Suppressed	Suppressed	Suppressed
	"Huntingdon County, PA"	"42061"	"2017"	"2017"	12	45491	Unreliable	13.6	46.1
	"Huntingdon County, PA"	"42061"	"2018"	"2018"	Suppressed	45168	Suppressed	Suppressed	Suppressed
	"Indiana County, PA"	"42063"	"1999"	"1999"	Suppressed	89717	Suppressed	Suppressed	Suppressed
	"Indiana County, PA"	"42063"	"2000"	"2000"	Suppressed	89605	Suppressed	Suppressed	Suppressed
	"Indiana County, PA"	"42063"	"2001"	"2001"	Suppressed	89265	Suppressed	Suppressed	Suppressed
	"Indiana County, PA"	"42063"	"2002"	"2002"	Suppressed	89133	Suppressed	Suppressed	Suppressed
	"Indiana County, PA"	"42063"	"2003"	"2003"	Suppressed	89346	Suppressed	Suppressed	Suppressed
	"Indiana County, PA"	"42063"	"2004"	"2004"	Suppressed	89041	Suppressed	Suppressed	Suppressed
	"Indiana County, PA"	"42063"	"2005"	"2005"	Suppressed	88760	Suppressed	Suppressed	Suppressed
	"Indiana County, PA"	"42063"	"2006"	"2006"	Suppressed	88716	Suppressed	Suppressed	Suppressed
	"Indiana County, PA"	"42063"	"2007"	"2007"	Suppressed	88520	Suppressed	Suppressed	Suppressed
	"Indiana County, PA"	"42063"	"2008"	"2008"	Suppressed	88807	Suppressed	Suppressed	Suppressed
	"Indiana County, PA"	"42063"	"2009"	"2009"	Suppressed	88836	Suppressed	Suppressed	Suppressed
	"Indiana County, PA"	"42063"	"2010"	"2010"	Suppressed	88880	Suppressed	Suppressed	Suppressed
	"Indiana County, PA"	"42063"	"2011"	"2011"	Suppressed	89298	Suppressed	Suppressed	Suppressed
	"Indiana County, PA"	"42063"	"2012"	"2012"	Suppressed	88218	Suppressed	Suppressed	Suppressed
	"Indiana County, PA"	"42063"	"2013"	"2013"	Suppressed	87745	Suppressed	Suppressed	Suppressed
	"Indiana County, PA"	"42063"	"2014"	"2014"	Suppressed	87706	Suppressed	Suppressed	Suppressed
	"Indiana County, PA"	"42063"	"2015"	"2015"	19	86966	Unreliable	13.2	34.1
	"Indiana County, PA"	"42063"	"2016"	"2016"	19	86364	Unreliable	13.2	34.4
	"Indiana County, PA"	"42063"	"2017"	"2017"	16	84953	Unreliable	10.8	30.6
	"Indiana County, PA"	"42063"	"2018"	"2018"	15	84501	Unreliable	9.9	29.3
	"Jefferson County, PA"	"42065"	"1999"	"1999"	Suppressed	46002	Suppressed	Suppressed	Suppressed
	"Jefferson County, PA"	"42065"	"2000"	"2000"	Suppressed	45932	Suppressed	Suppressed	Suppressed
	"Jefferson County, PA"	"42065"	"2001"	"2001"	Suppressed	45644	Suppressed	Suppressed	Suppressed
	"Jefferson County, PA"	"42065"	"2002"	"2002"	Suppressed	45507	Suppressed	Suppressed	Suppressed
	"Jefferson County, PA"	"42065"	"2003"	"2003"	Suppressed	45537	Suppressed	Suppressed	Suppressed
	"Jefferson County, PA"	"42065"	"2004"	"2004"	Suppressed	45418	Suppressed	Suppressed	Suppressed
	"Jefferson County, PA"	"42065"	"2005"	"2005"	Suppressed	45353	Suppressed	Suppressed	Suppressed
	"Jefferson County, PA"	"42065"	"2006"	"2006"	Suppressed	45323	Suppressed	Suppressed	Suppressed
	"Jefferson County, PA"	"42065"	"2007"	"2007"	Suppressed	45335	Suppressed	Suppressed	Suppressed
	"Jefferson County, PA"	"42065"	"2008"	"2008"	Suppressed	45260	Suppressed	Suppressed	Suppressed
	"Jefferson County, PA"	"42065"	"2009"	"2009"	Suppressed	45073	Suppressed	Suppressed	Suppressed
	"Jefferson County, PA"	"42065"	"2010"	"2010"	Suppressed	45200	Suppressed	Suppressed	Suppressed
	"Jefferson County, PA"	"42065"	"2011"	"2011"	Suppressed	44976	Suppressed	Suppressed	Suppressed
	"Jefferson County, PA"	"42065"	"2012"	"2012"	Suppressed	44764	Suppressed	Suppressed	Suppressed
	"Jefferson County, PA"	"42065"	"2013"	"2013"	Suppressed	44966	Suppressed	Suppressed	Suppressed
	"Jefferson County, PA"	"42065"	"2014"	"2014"	Suppressed	44638	Suppressed	Suppressed	Suppressed
	"Jefferson County, PA"	"42065"	"2015"	"2015"	Suppressed	44430	Suppressed	Suppressed	Suppressed
	"Jefferson County, PA"	"42065"	"2016"	"2016"	Suppressed	44073	Suppressed	Suppressed	Suppressed
	"Jefferson County, PA"	"42065"	"2017"	"2017"	Suppressed	43804	Suppressed	Suppressed	Suppressed
	"Jefferson County, PA"	"42065"	"2018"	"2018"	Suppressed	43641	Suppressed	Suppressed	Suppressed
	"Juniata County, PA"	"42067"	"1999"	"1999"	Suppressed	22628	Suppressed	Suppressed	Suppressed
	"Juniata County, PA"	"42067"	"2000"	"2000"	Suppressed	22821	Suppressed	Suppressed	Suppressed
	"Juniata County, PA"	"42067"	"2001"	"2001"	Suppressed	22892	Suppressed	Suppressed	Suppressed
	"Juniata County, PA"	"42067"	"2002"	"2002"	Suppressed	23129	Suppressed	Suppressed	Suppressed
	"Juniata County, PA"	"42067"	"2003"	"2003"	Suppressed	23434	Suppressed	Suppressed	Suppressed
	"Juniata County, PA"	"42067"	"2004"	"2004"	Suppressed	23767	Suppressed	Suppressed	Suppressed
	"Juniata County, PA"	"42067"	"2005"	"2005"	Suppressed	23986	Suppressed	Suppressed	Suppressed
	"Juniata County, PA"	"42067"	"2006"	"2006"	Suppressed	24107	Suppressed	Suppressed	Suppressed
	"Juniata County, PA"	"42067"	"2007"	"2007"	Suppressed	24238	Suppressed	Suppressed	Suppressed
	"Juniata County, PA"	"42067"	"2008"	"2008"	Suppressed	24409	Suppressed	Suppressed	Suppressed
	"Juniata County, PA"	"42067"	"2009"	"2009"	Suppressed	24549	Suppressed	Suppressed	Suppressed
	"Juniata County, PA"	"42067"	"2010"	"2010"	Suppressed	24636	Suppressed	Suppressed	Suppressed
	"Juniata County, PA"	"42067"	"2011"	"2011"	Suppressed	24400	Suppressed	Suppressed	Suppressed
	"Juniata County, PA"	"42067"	"2012"	"2012"	Suppressed	24904	Suppressed	Suppressed	Suppressed
	"Juniata County, PA"	"42067"	"2013"	"2013"	Suppressed	24768	Suppressed	Suppressed	Suppressed
	"Juniata County, PA"	"42067"	"2014"	"2014"	Suppressed	24796	Suppressed	Suppressed	Suppressed
	"Juniata County, PA"	"42067"	"2015"	"2015"	Suppressed	24737	Suppressed	Suppressed	Suppressed
	"Juniata County, PA"	"42067"	"2016"	"2016"	Suppressed	24863	Suppressed	Suppressed	Suppressed
	"Juniata County, PA"	"42067"	"2017"	"2017"	Suppressed	24514	Suppressed	Suppressed	Suppressed
	"Juniata County, PA"	"42067"	"2018"	"2018"	Suppressed	24704	Suppressed	Suppressed	Suppressed
	"Lackawanna County, PA"	"42069"	"1999"	"1999"	Suppressed	214001	Suppressed	Suppressed	Suppressed
	"Lackawanna County, PA"	"42069"	"2000"	"2000"	21	213295	9.8	6.1	15.0
	"Lackawanna County, PA"	"42069"	"2001"	"2001"	10	212692	Unreliable	2.3	8.6
	"Lackawanna County, PA"	"42069"	"2002"	"2002"	23	211980	10.9	6.9	16.3
	"Lackawanna County, PA"	"42069"	"2003"	"2003"	22	211769	10.4	6.5	15.7
	"Lackawanna County, PA"	"42069"	"2004"	"2004"	22	211861	10.4	6.5	15.7
	"Lackawanna County, PA"	"42069"	"2005"	"2005"	14	212305	Unreliable	3.6	11.1
	"Lackawanna County, PA"	"42069"	"2006"	"2006"	18	212595	Unreliable	5.0	13.4
	"Lackawanna County, PA"	"42069"	"2007"	"2007"	23	213513	10.8	6.8	16.2
	"Lackawanna County, PA"	"42069"	"2008"	"2008"	26	214044	12.1	7.9	17.8
	"Lackawanna County, PA"	"42069"	"2009"	"2009"	27	214138	12.6	8.3	18.3
	"Lackawanna County, PA"	"42069"	"2010"	"2010"	23	214437	10.7	6.8	16.1
	"Lackawanna County, PA"	"42069"	"2011"	"2011"	36	214166	16.8	11.8	23.3
	"Lackawanna County, PA"	"42069"	"2012"	"2012"	40	214477	18.7	13.3	25.4
	"Lackawanna County, PA"	"42069"	"2013"	"2013"	36	213931	16.8	11.8	23.3
	"Lackawanna County, PA"	"42069"	"2014"	"2014"	32	212719	15.0	10.3	21.2
	"Lackawanna County, PA"	"42069"	"2015"	"2015"	43	211917	20.3	14.7	27.3
	"Lackawanna County, PA"	"42069"	"2016"	"2016"	59	211321	27.9	21.3	36.0
	"Lackawanna County, PA"	"42069"	"2017"	"2017"	67	210761	31.8	24.6	40.4
	"Lackawanna County, PA"	"42069"	"2018"	"2018"	84	210793	39.8	31.8	49.3
	"Lancaster County, PA"	"42071"	"1999"	"1999"	Suppressed	467879	Suppressed	Suppressed	Suppressed
	"Lancaster County, PA"	"42071"	"2000"	"2000"	Suppressed	470658	Suppressed	Suppressed	Suppressed
	"Lancaster County, PA"	"42071"	"2001"	"2001"	Suppressed	475483	Suppressed	Suppressed	Suppressed
	"Lancaster County, PA"	"42071"	"2002"	"2002"	Suppressed	480118	Suppressed	Suppressed	Suppressed
	"Lancaster County, PA"	"42071"	"2003"	"2003"	Suppressed	485119	Suppressed	Suppressed	Suppressed
	"Lancaster County, PA"	"42071"	"2004"	"2004"	Suppressed	489977	Suppressed	Suppressed	Suppressed
	"Lancaster County, PA"	"42071"	"2005"	"2005"	Suppressed	494722	Suppressed	Suppressed	Suppressed
	"Lancaster County, PA"	"42071"	"2006"	"2006"	Suppressed	500922	Suppressed	Suppressed	Suppressed
	"Lancaster County, PA"	"42071"	"2007"	"2007"	Suppressed	506639	Suppressed	Suppressed	Suppressed
	"Lancaster County, PA"	"42071"	"2008"	"2008"	Suppressed	511957	Suppressed	Suppressed	Suppressed
	"Lancaster County, PA"	"42071"	"2009"	"2009"	11	516577	Unreliable	1.1	3.8
	"Lancaster County, PA"	"42071"	"2010"	"2010"	Suppressed	519445	Suppressed	Suppressed	Suppressed
	"Lancaster County, PA"	"42071"	"2011"	"2011"	Suppressed	523594	Suppressed	Suppressed	Suppressed
	"Lancaster County, PA"	"42071"	"2012"	"2012"	12	526823	Unreliable	1.2	4.0
	"Lancaster County, PA"	"42071"	"2013"	"2013"	18	529600	Unreliable	2.0	5.4
	"Lancaster County, PA"	"42071"	"2014"	"2014"	27	533320	5.1	3.3	7.4
	"Lancaster County, PA"	"42071"	"2015"	"2015"	34	536624	6.3	4.4	8.9
	"Lancaster County, PA"	"42071"	"2016"	"2016"	45	538500	8.4	6.1	11.2
	"Lancaster County, PA"	"42071"	"2017"	"2017"	49	542903	9.0	6.7	11.9
	"Lancaster County, PA"	"42071"	"2018"	"2018"	57	543557	10.5	7.9	13.6
	"Lawrence County, PA"	"42073"	"1999"	"1999"	Suppressed	94870	Suppressed	Suppressed	Suppressed
	"Lawrence County, PA"	"42073"	"2000"	"2000"	Suppressed	94643	Suppressed	Suppressed	Suppressed
	"Lawrence County, PA"	"42073"	"2001"	"2001"	Suppressed	94085	Suppressed	Suppressed	Suppressed
	"Lawrence County, PA"	"42073"	"2002"	"2002"	Suppressed	93938	Suppressed	Suppressed	Suppressed
	"Lawrence County, PA"	"42073"	"2003"	"2003"	Suppressed	93696	Suppressed	Suppressed	Suppressed
	"Lawrence County, PA"	"42073"	"2004"	"2004"	Suppressed	93250	Suppressed	Suppressed	Suppressed
	"Lawrence County, PA"	"42073"	"2005"	"2005"	Suppressed	92741	Suppressed	Suppressed	Suppressed
	"Lawrence County, PA"	"42073"	"2006"	"2006"	Suppressed	92248	Suppressed	Suppressed	Suppressed
	"Lawrence County, PA"	"42073"	"2007"	"2007"	Suppressed	92007	Suppressed	Suppressed	Suppressed
	"Lawrence County, PA"	"42073"	"2008"	"2008"	Suppressed	91798	Suppressed	Suppressed	Suppressed
	"Lawrence County, PA"	"42073"	"2009"	"2009"	Suppressed	91391	Suppressed	Suppressed	Suppressed
	"Lawrence County, PA"	"42073"	"2010"	"2010"	Suppressed	91108	Suppressed	Suppressed	Suppressed
	"Lawrence County, PA"	"42073"	"2011"	"2011"	17	90535	Unreliable	10.9	30.1
	"Lawrence County, PA"	"42073"	"2012"	"2012"	10	89871	Unreliable	5.3	20.5
	"Lawrence County, PA"	"42073"	"2013"	"2013"	20	89333	22.4	13.7	34.6
	"Lawrence County, PA"	"42073"	"2014"	"2014"	20	88771	22.5	13.8	34.8
	"Lawrence County, PA"	"42073"	"2015"	"2015"	28	88082	31.8	21.1	45.9
	"Lawrence County, PA"	"42073"	"2016"	"2016"	38	87294	43.5	30.8	59.7
	"Lawrence County, PA"	"42073"	"2017"	"2017"	48	87069	55.1	40.6	73.1
	"Lawrence County, PA"	"42073"	"2018"	"2018"	34	86184	39.5	27.3	55.1
	"Lebanon County, PA"	"42075"	"1999"	"1999"	Suppressed	119944	Suppressed	Suppressed	Suppressed
	"Lebanon County, PA"	"42075"	"2000"	"2000"	Suppressed	120327	Suppressed	Suppressed	Suppressed
	"Lebanon County, PA"	"42075"	"2001"	"2001"	Suppressed	120954	Suppressed	Suppressed	Suppressed
	"Lebanon County, PA"	"42075"	"2002"	"2002"	Suppressed	121698	Suppressed	Suppressed	Suppressed
	"Lebanon County, PA"	"42075"	"2003"	"2003"	Suppressed	123154	Suppressed	Suppressed	Suppressed
	"Lebanon County, PA"	"42075"	"2004"	"2004"	Suppressed	124644	Suppressed	Suppressed	Suppressed
	"Lebanon County, PA"	"42075"	"2005"	"2005"	Suppressed	126197	Suppressed	Suppressed	Suppressed
	"Lebanon County, PA"	"42075"	"2006"	"2006"	Suppressed	128302	Suppressed	Suppressed	Suppressed
	"Lebanon County, PA"	"42075"	"2007"	"2007"	Suppressed	130182	Suppressed	Suppressed	Suppressed
	"Lebanon County, PA"	"42075"	"2008"	"2008"	Suppressed	131574	Suppressed	Suppressed	Suppressed
	"Lebanon County, PA"	"42075"	"2009"	"2009"	Suppressed	132959	Suppressed	Suppressed	Suppressed
	"Lebanon County, PA"	"42075"	"2010"	"2010"	Suppressed	133568	Suppressed	Suppressed	Suppressed
	"Lebanon County, PA"	"42075"	"2011"	"2011"	Suppressed	134311	Suppressed	Suppressed	Suppressed
	"Lebanon County, PA"	"42075"	"2012"	"2012"	Suppressed	135251	Suppressed	Suppressed	Suppressed
	"Lebanon County, PA"	"42075"	"2013"	"2013"	Suppressed	135486	Suppressed	Suppressed	Suppressed
	"Lebanon County, PA"	"42075"	"2014"	"2014"	10	136359	Unreliable	3.5	13.5
	"Lebanon County, PA"	"42075"	"2015"	"2015"	13	137067	Unreliable	5.1	16.2
	"Lebanon County, PA"	"42075"	"2016"	"2016"	Suppressed	138863	Suppressed	Suppressed	Suppressed
	"Lebanon County, PA"	"42075"	"2017"	"2017"	12	139754	Unreliable	4.4	15.0
	"Lebanon County, PA"	"42075"	"2018"	"2018"	Suppressed	141314	Suppressed	Suppressed	Suppressed
	"Lehigh County, PA"	"42077"	"1999"	"1999"	13	310514	Unreliable	2.2	7.2
	"Lehigh County, PA"	"42077"	"2000"	"2000"	18	312090	Unreliable	3.4	9.1
	"Lehigh County, PA"	"42077"	"2001"	"2001"	11	314823	Unreliable	1.7	6.3
	"Lehigh County, PA"	"42077"	"2002"	"2002"	Suppressed	317252	Suppressed	Suppressed	Suppressed
	"Lehigh County, PA"	"42077"	"2003"	"2003"	24	321588	7.5	4.8	11.1
	"Lehigh County, PA"	"42077"	"2004"	"2004"	10	326138	Unreliable	1.5	5.6
	"Lehigh County, PA"	"42077"	"2005"	"2005"	Suppressed	331327	Suppressed	Suppressed	Suppressed
	"Lehigh County, PA"	"42077"	"2006"	"2006"	Suppressed	336794	Suppressed	Suppressed	Suppressed
	"Lehigh County, PA"	"42077"	"2007"	"2007"	12	340848	Unreliable	1.8	6.1
	"Lehigh County, PA"	"42077"	"2008"	"2008"	11	344743	Unreliable	1.6	5.7
	"Lehigh County, PA"	"42077"	"2009"	"2009"	14	347237	Unreliable	2.2	6.8
	"Lehigh County, PA"	"42077"	"2010"	"2010"	14	349497	Unreliable	2.2	6.7
	"Lehigh County, PA"	"42077"	"2011"	"2011"	11	352947	Unreliable	1.6	5.6
	"Lehigh County, PA"	"42077"	"2012"	"2012"	17	355245	Unreliable	2.8	7.7
	"Lehigh County, PA"	"42077"	"2013"	"2013"	13	355092	Unreliable	1.9	6.3
	"Lehigh County, PA"	"42077"	"2014"	"2014"	19	357823	Unreliable	3.2	8.3
	"Lehigh County, PA"	"42077"	"2015"	"2015"	16	360685	Unreliable	2.5	7.2
	"Lehigh County, PA"	"42077"	"2016"	"2016"	32	363147	8.8	6.0	12.4
	"Lehigh County, PA"	"42077"	"2017"	"2017"	42	366494	11.5	8.3	15.5
	"Lehigh County, PA"	"42077"	"2018"	"2018"	38	368100	10.3	7.3	14.2
	"Luzerne County, PA"	"42079"	"1999"	"1999"	10	320888	Unreliable	1.5	5.7
	"Luzerne County, PA"	"42079"	"2000"	"2000"	Suppressed	319250	Suppressed	Suppressed	Suppressed
	"Luzerne County, PA"	"42079"	"2001"	"2001"	Suppressed	316665	Suppressed	Suppressed	Suppressed
	"Luzerne County, PA"	"42079"	"2002"	"2002"	Suppressed	315711	Suppressed	Suppressed	Suppressed
	"Luzerne County, PA"	"42079"	"2003"	"2003"	Suppressed	315640	Suppressed	Suppressed	Suppressed
	"Luzerne County, PA"	"42079"	"2004"	"2004"	Suppressed	315439	Suppressed	Suppressed	Suppressed
	"Luzerne County, PA"	"42079"	"2005"	"2005"	15	316187	Unreliable	2.7	7.8
	"Luzerne County, PA"	"42079"	"2006"	"2006"	Suppressed	316837	Suppressed	Suppressed	Suppressed
	"Luzerne County, PA"	"42079"	"2007"	"2007"	Suppressed	318232	Suppressed	Suppressed	Suppressed
	"Luzerne County, PA"	"42079"	"2008"	"2008"	Suppressed	319210	Suppressed	Suppressed	Suppressed
	"Luzerne County, PA"	"42079"	"2009"	"2009"	Suppressed	320527	Suppressed	Suppressed	Suppressed
	"Luzerne County, PA"	"42079"	"2010"	"2010"	Suppressed	320918	Suppressed	Suppressed	Suppressed
	"Luzerne County, PA"	"42079"	"2011"	"2011"	Suppressed	320651	Suppressed	Suppressed	Suppressed
	"Luzerne County, PA"	"42079"	"2012"	"2012"	Suppressed	321027	Suppressed	Suppressed	Suppressed
	"Luzerne County, PA"	"42079"	"2013"	"2013"	13	320103	Unreliable	2.2	6.9
	"Luzerne County, PA"	"42079"	"2014"	"2014"	Suppressed	318829	Suppressed	Suppressed	Suppressed
	"Luzerne County, PA"	"42079"	"2015"	"2015"	14	318449	Unreliable	2.4	7.4
	"Luzerne County, PA"	"42079"	"2016"	"2016"	13	316383	Unreliable	2.2	7.0
	"Luzerne County, PA"	"42079"	"2017"	"2017"	37	317343	11.7	8.2	16.1
	"Luzerne County, PA"	"42079"	"2018"	"2018"	65	317646	20.5	15.8	26.1
	"Lycoming County, PA"	"42081"	"1999"	"1999"	Suppressed	120182	Suppressed	Suppressed	Suppressed
	"Lycoming County, PA"	"42081"	"2000"	"2000"	Suppressed	120044	Suppressed	Suppressed	Suppressed
	"Lycoming County, PA"	"42081"	"2001"	"2001"	Suppressed	118930	Suppressed	Suppressed	Suppressed
	"Lycoming County, PA"	"42081"	"2002"	"2002"	Suppressed	118344	Suppressed	Suppressed	Suppressed
	"Lycoming County, PA"	"42081"	"2003"	"2003"	Suppressed	118108	Suppressed	Suppressed	Suppressed
	"Lycoming County, PA"	"42081"	"2004"	"2004"	Suppressed	117911	Suppressed	Suppressed	Suppressed
	"Lycoming County, PA"	"42081"	"2005"	"2005"	Suppressed	117530	Suppressed	Suppressed	Suppressed
	"Lycoming County, PA"	"42081"	"2006"	"2006"	Suppressed	116983	Suppressed	Suppressed	Suppressed
	"Lycoming County, PA"	"42081"	"2007"	"2007"	Suppressed	116524	Suppressed	Suppressed	Suppressed
	"Lycoming County, PA"	"42081"	"2008"	"2008"	Suppressed	116147	Suppressed	Suppressed	Suppressed
	"Lycoming County, PA"	"42081"	"2009"	"2009"	Suppressed	116081	Suppressed	Suppressed	Suppressed
	"Lycoming County, PA"	"42081"	"2010"	"2010"	Suppressed	116111	Suppressed	Suppressed	Suppressed
	"Lycoming County, PA"	"42081"	"2011"	"2011"	Suppressed	116747	Suppressed	Suppressed	Suppressed
	"Lycoming County, PA"	"42081"	"2012"	"2012"	Suppressed	117168	Suppressed	Suppressed	Suppressed
	"Lycoming County, PA"	"42081"	"2013"	"2013"	Suppressed	116754	Suppressed	Suppressed	Suppressed
	"Lycoming County, PA"	"42081"	"2014"	"2014"	Suppressed	116508	Suppressed	Suppressed	Suppressed
	"Lycoming County, PA"	"42081"	"2015"	"2015"	Suppressed	116048	Suppressed	Suppressed	Suppressed
	"Lycoming County, PA"	"42081"	"2016"	"2016"	19	115248	Unreliable	9.9	25.7
	"Lycoming County, PA"	"42081"	"2017"	"2017"	Suppressed	113841	Suppressed	Suppressed	Suppressed
	"Lycoming County, PA"	"42081"	"2018"	"2018"	Suppressed	113664	Suppressed	Suppressed	Suppressed
	"Mc Kean County, PA"	"42083"	"1999"	"1999"	Suppressed	46287	Suppressed	Suppressed	Suppressed
	"Mc Kean County, PA"	"42083"	"2000"	"2000"	Suppressed	45936	Suppressed	Suppressed	Suppressed
	"Mc Kean County, PA"	"42083"	"2001"	"2001"	Suppressed	45263	Suppressed	Suppressed	Suppressed
	"Mc Kean County, PA"	"42083"	"2002"	"2002"	Suppressed	45419	Suppressed	Suppressed	Suppressed
	"Mc Kean County, PA"	"42083"	"2003"	"2003"	Suppressed	44980	Suppressed	Suppressed	Suppressed
	"Mc Kean County, PA"	"42083"	"2004"	"2004"	Suppressed	44582	Suppressed	Suppressed	Suppressed
	"Mc Kean County, PA"	"42083"	"2005"	"2005"	Suppressed	44187	Suppressed	Suppressed	Suppressed
	"Mc Kean County, PA"	"42083"	"2006"	"2006"	Suppressed	44309	Suppressed	Suppressed	Suppressed
	"Mc Kean County, PA"	"42083"	"2007"	"2007"	Suppressed	44045	Suppressed	Suppressed	Suppressed
	"Mc Kean County, PA"	"42083"	"2008"	"2008"	Suppressed	43856	Suppressed	Suppressed	Suppressed
	"Mc Kean County, PA"	"42083"	"2009"	"2009"	Suppressed	43701	Suppressed	Suppressed	Suppressed
	"Mc Kean County, PA"	"42083"	"2010"	"2010"	Suppressed	43450	Suppressed	Suppressed	Suppressed
	"Mc Kean County, PA"	"42083"	"2011"	"2011"	Suppressed	43222	Suppressed	Suppressed	Suppressed
	"Mc Kean County, PA"	"42083"	"2012"	"2012"	Suppressed	43127	Suppressed	Suppressed	Suppressed
	"Mc Kean County, PA"	"42083"	"2013"	"2013"	Suppressed	42979	Suppressed	Suppressed	Suppressed
	"Mc Kean County, PA"	"42083"	"2014"	"2014"	Suppressed	42554	Suppressed	Suppressed	Suppressed
	"Mc Kean County, PA"	"42083"	"2015"	"2015"	Suppressed	42412	Suppressed	Suppressed	Suppressed
	"Mc Kean County, PA"	"42083"	"2016"	"2016"	Suppressed	41883	Suppressed	Suppressed	Suppressed
	"Mc Kean County, PA"	"42083"	"2017"	"2017"	Suppressed	41330	Suppressed	Suppressed	Suppressed
	"Mc Kean County, PA"	"42083"	"2018"	"2018"	Suppressed	40968	Suppressed	Suppressed	Suppressed
	"Mercer County, PA"	"42085"	"1999"	"1999"	Suppressed	120749	Suppressed	Suppressed	Suppressed
	"Mercer County, PA"	"42085"	"2000"	"2000"	Suppressed	120293	Suppressed	Suppressed	Suppressed
	"Mercer County, PA"	"42085"	"2001"	"2001"	Suppressed	119861	Suppressed	Suppressed	Suppressed
	"Mercer County, PA"	"42085"	"2002"	"2002"	Suppressed	119476	Suppressed	Suppressed	Suppressed
	"Mercer County, PA"	"42085"	"2003"	"2003"	Suppressed	119431	Suppressed	Suppressed	Suppressed
	"Mercer County, PA"	"42085"	"2004"	"2004"	Suppressed	119113	Suppressed	Suppressed	Suppressed
	"Mercer County, PA"	"42085"	"2005"	"2005"	Suppressed	118594	Suppressed	Suppressed	Suppressed
	"Mercer County, PA"	"42085"	"2006"	"2006"	Suppressed	118123	Suppressed	Suppressed	Suppressed
	"Mercer County, PA"	"42085"	"2007"	"2007"	Suppressed	117794	Suppressed	Suppressed	Suppressed
	"Mercer County, PA"	"42085"	"2008"	"2008"	Suppressed	117189	Suppressed	Suppressed	Suppressed
